id,user_id,role,activity_type_id,activity_type,activity_type_e,date,start,finish,target_id,target_role,activity2user_id
1759,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519609083000.0,1519609084000.0,71,４階,18176
1759,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519609083000.0,1519609084000.0,72,４階,18177
1759,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519609083000.0,1519609084000.0,69,退去者,18174
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,55,４階,18293
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,56,４階,18294
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,57,４階,18295
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,58,４階,18296
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,59,４階,18297
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,60,４階,18298
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,61,４階,18299
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,63,４階,18300
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,65,４階,18301
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,66,４階,18302
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,67,４階,18303
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,68,４階,18304
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,70,４階,18306
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,71,４階,18307
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,72,４階,18308
1788,12,介護,17,手書き記録,Handwriting recording,2018-02-26,1519626306000.0,1519626357000.0,69,退去者,18305
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,40,３階,18809
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,45,３階,18810
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,50,３階,18811
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,53,３階,18812
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,56,４階,18814
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,63,４階,18815
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,65,４階,18816
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,71,４階,18818
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,74,５階,18819
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,79,５階,18820
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,82,５階,18821
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,54,退去者,18813
1897,21,介護,17,手書き記録,Handwriting recording,2018-02-28,1519804581000.0,1519804599000.0,69,退去者,18817
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,55,４階,18680
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,56,４階,18681
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,57,４階,18682
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,58,４階,18683
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,59,４階,18684
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,60,４階,18685
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,61,４階,18686
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,63,４階,18687
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,65,４階,18688
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,66,４階,18689
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,67,４階,18690
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,70,４階,18692
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,71,４階,18693
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,72,４階,18694
1863,12,介護,17,手書き記録,Handwriting recording,2018-02-28,1519847779000.0,1519847781000.0,69,退去者,18691
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,55,４階,19511
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,56,４階,19510
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,57,４階,19512
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,58,４階,19513
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,59,４階,19514
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,60,４階,19515
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,61,４階,19516
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,63,４階,19517
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,65,４階,19518
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,66,４階,19519
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,67,４階,19520
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,70,４階,19522
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,71,４階,19523
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,72,４階,19524
2032,12,介護,17,手書き記録,Handwriting recording,2018-03-04,1520192658000.0,1520192658000.0,69,退去者,19521
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,55,４階,20093
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,56,４階,20094
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,57,４階,20095
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,58,４階,20096
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,59,４階,20097
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,60,４階,20098
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,61,４階,20099
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,63,４階,20100
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,65,４階,20101
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,66,４階,20102
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,67,４階,20103
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,70,４階,20105
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,71,４階,20106
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,72,４階,20107
2162,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520387418000.0,1520387420000.0,69,退去者,20104
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,55,４階,20142
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,56,４階,20143
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,57,４階,20144
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,58,４階,20145
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,59,４階,20146
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,60,４階,20147
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,61,４階,20148
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,63,４階,20149
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,65,４階,20150
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,66,４階,20151
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,67,４階,20152
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,70,４階,20154
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,71,４階,20155
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,72,４階,20156
2172,12,介護,17,手書き記録,Handwriting recording,2018-03-07,1520405294000.0,1520405296000.0,69,退去者,20153
2481,12,介護,17,手書き記録,Handwriting recording,2018-03-11,1520732562000.0,1520732565000.0,12,介護,21042
2619,12,介護,17,手書き記録,Handwriting recording,2018-03-12,1520857216000.0,1520857217000.0,12,介護,21471
1511,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-03-13,1520911286000.0,1520911289000.0,61,４階,17329
2723,12,介護,17,手書き記録,Handwriting recording,2018-03-13,1520983325000.0,1520983330000.0,12,介護,21612
2843,21,介護,17,手書き記録,Handwriting recording,2018-03-14,1521010812000.0,1521010824000.0,21,介護,21896
2850,5,介護,17,手書き記録,Handwriting recording,2018-03-14,1521020296000.0,1521020480000.0,5,介護,21910
2924,6,介護,17,手書き記録,Handwriting recording,2018-03-14,1521021557000.0,1521021557000.0,6,介護,22094
2947,5,介護,17,手書き記録,Handwriting recording,2018-03-14,1521021661000.0,1521021661000.0,5,介護,22119
2988,6,介護,17,手書き記録,Handwriting recording,2018-03-14,1521021902000.0,1521021918000.0,6,介護,22227
2998,5,介護,17,手書き記録,Handwriting recording,2018-03-14,1521022009000.0,1521022010000.0,5,介護,22237
3114,3,ケアマネジャー,17,手書き記録,Handwriting recording,2018-03-15,1521082605000.0,1521082627000.0,3,ケアマネジャー,22665
3153,22,介護,17,手書き記録,Handwriting recording,2018-03-15,1521097629000.0,1521097629000.0,22,介護,22729
3154,22,介護,17,手書き記録,Handwriting recording,2018-03-15,1521097691000.0,1521097692000.0,22,介護,22730
3285,19,介護,17,手書き記録,Handwriting recording,2018-03-18,1521335044000.0,1521335045000.0,19,介護,23221
3286,19,介護,17,手書き記録,Handwriting recording,2018-03-18,1521335085000.0,1521338126000.0,19,介護,23222
3291,21,介護,17,手書き記録,Handwriting recording,2018-03-18,1521341113000.0,1521341115000.0,21,介護,23252
3769,21,介護,17,手書き記録,Handwriting recording,2018-03-23,1521770808000.0,1521770809000.0,21,介護,24250
3785,21,介護,17,手書き記録,Handwriting recording,2018-03-23,1521781357000.0,1521781371000.0,21,介護,24285
3788,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-03-23,1521799376000.0,1521799378000.0,4,ケアマネジャー,24299
4008,5,介護,17,手書き記録,Handwriting recording,2018-03-29,1522302329000.0,1522302329000.0,5,介護,25064
4358,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-03,1522747327000.0,1522747329000.0,4,ケアマネジャー,25943
4361,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-03,1522747492000.0,1522747493000.0,4,ケアマネジャー,25946
4828,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-06,1522981377000.0,1522981379000.0,4,ケアマネジャー,26870
5006,12,介護,17,手書き記録,Handwriting recording,2018-04-08,1523191532000.0,1523191534000.0,12,介護,27513
5034,12,介護,17,手書き記録,Handwriting recording,2018-04-09,1523303160000.0,1523303162000.0,12,介護,27583
5133,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-10,1523344781000.0,1523344841000.0,4,ケアマネジャー,27846
5283,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-11,1523408767000.0,1523408767000.0,4,ケアマネジャー,28367
5284,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-11,1523408768000.0,1523408768000.0,4,ケアマネジャー,28368
5467,7,介護,17,手書き記録,Handwriting recording,2018-04-12,1523496128000.0,1523501328000.0,7,介護,28859
5517,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-12,1523511921000.0,1523511925000.0,4,ケアマネジャー,29035
5519,7,介護,17,手書き記録,Handwriting recording,2018-04-12,1523513292000.0,1523518921000.0,7,介護,29037
5528,21,介護,17,手書き記録,Handwriting recording,2018-04-12,1523516285000.0,1523516288000.0,21,介護,29067
5611,12,介護,17,手書き記録,Handwriting recording,2018-04-12,1523532717000.0,1523532720000.0,12,介護,29242
5612,12,介護,17,手書き記録,Handwriting recording,2018-04-12,1523532916000.0,1523532918000.0,12,介護,29243
6768,5,介護,17,手書き記録,Handwriting recording,2018-04-17,1523959842000.0,1523960233000.0,5,介護,32176
8035,12,介護,17,手書き記録,Handwriting recording,2018-04-22,1524356603000.0,1524356603000.0,12,介護,35029
8062,5,介護,17,手書き記録,Handwriting recording,2018-04-22,1524360785000.0,1524360786000.0,5,介護,35081
8078,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-22,1524366717000.0,1524366720000.0,4,ケアマネジャー,35107
8114,5,介護,17,手書き記録,Handwriting recording,2018-04-22,1524380887000.0,1524380888000.0,5,介護,35176
8846,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-26,1524709538000.0,1524709614000.0,4,ケアマネジャー,37271
8847,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-26,1524709610000.0,1524709612000.0,4,ケアマネジャー,37272
9013,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-27,1524820528000.0,1524820530000.0,4,ケアマネジャー,37702
9018,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-04-27,1524820624000.0,1524820783000.0,4,ケアマネジャー,37722
9308,12,介護,17,手書き記録,Handwriting recording,2018-04-29,1524962413000.0,1524962428000.0,12,介護,38535
9459,5,介護,17,手書き記録,Handwriting recording,2018-04-30,1525124512000.0,1525124513000.0,5,介護,38990
9871,22,介護,17,手書き記録,Handwriting recording,2018-05-02,1525221584000.0,1525221614000.0,22,介護,40163
11282,3,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-04,1525407372000.0,1525411903000.0,3,ケアマネジャー,42798
13541,3,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-08,1525740493000.0,1525744665000.0,3,ケアマネジャー,47204
14559,3,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-09,1525838455000.0,1525840958000.0,3,ケアマネジャー,49183
14423,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-09,1525850146000.0,1525850159000.0,4,ケアマネジャー,48957
14424,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-09,1525850288000.0,1525850289000.0,4,ケアマネジャー,48959
16072,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-12,1526094031000.0,1526094037000.0,4,ケアマネジャー,52310
19016,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526521668000.0,1526521672000.0,4,ケアマネジャー,58118
19017,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526521717000.0,1526521719000.0,4,ケアマネジャー,58119
19018,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526521794000.0,1526521796000.0,4,ケアマネジャー,58120
19019,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526521795000.0,1526521797000.0,4,ケアマネジャー,58121
19024,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526523102000.0,1526523106000.0,4,ケアマネジャー,58140
19025,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526523199000.0,1526523202000.0,4,ケアマネジャー,58141
19026,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-17,1526523366000.0,1526523369000.0,4,ケアマネジャー,58142
19773,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-18,1526629387000.0,1526629549000.0,4,ケアマネジャー,59743
22554,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-23,1527046561000.0,1527046564000.0,4,ケアマネジャー,65279
22569,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-05-23,1527054592000.0,1527054593000.0,4,ケアマネジャー,65297
28192,12,介護,17,手書き記録,Handwriting recording,2018-05-29,1527583800000.0,1527583980000.0,63,４階,75959
28193,12,介護,17,手書き記録,Handwriting recording,2018-05-29,1527584700000.0,1527584760000.0,63,４階,75960
28194,12,介護,17,手書き記録,Handwriting recording,2018-05-29,1527585120000.0,1527585120000.0,63,４階,75961
30774,12,介護,17,手書き記録,Handwriting recording,2018-06-06,1528328941000.0,1528328942000.0,12,介護,81041
31890,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-06-08,1528438783000.0,1528438789000.0,4,ケアマネジャー,83386
31678,12,介護,17,手書き記録,Handwriting recording,2018-06-08,1528451870000.0,1528451923000.0,12,介護,82946
32766,12,介護,17,手書き記録,Handwriting recording,2018-06-10,1528591261000.0,1528591293000.0,12,介護,85613
34006,12,介護,17,手書き記録,Handwriting recording,2018-06-12,1528797673000.0,1528797674000.0,12,介護,88074
34187,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-06-13,1528933253000.0,1528933295000.0,4,ケアマネジャー,88699
34188,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-06-13,1528933256000.0,1528933289000.0,4,ケアマネジャー,88707
34189,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-06-13,1528933256000.0,1528933287000.0,4,ケアマネジャー,88708
34190,4,ケアマネジャー,17,手書き記録,Handwriting recording,2018-06-13,1528933264000.0,1528933282000.0,4,ケアマネジャー,88711
34854,12,介護,17,手書き記録,Handwriting recording,2018-06-14,1528937730000.0,1528937732000.0,12,介護,90057
36510,12,介護,17,手書き記録,Handwriting recording,2018-06-16,1529109964000.0,1529109966000.0,12,介護,93411
36902,12,介護,17,手書き記録,Handwriting recording,2018-06-16,1529143755000.0,1529143756000.0,12,介護,94216
37651,12,介護,17,手書き記録,Handwriting recording,2018-06-17,1529224599000.0,1529224600000.0,12,介護,95636
732,21,介護,16,清掃・整理,Cleaning,2018-02-08,1518050125000.0,1518050125000.0,10,介護,11373
810,12,介護,16,清掃・整理,Cleaning,2018-02-08,1518065037000.0,1518065038000.0,12,介護,9472
2228,12,介護,16,清掃・整理,Cleaning,2018-03-08,1520514462000.0,1520514465000.0,12,介護,20382
2228,12,介護,16,清掃・整理,Cleaning,2018-03-08,1520514462000.0,1520514465000.0,24,看護,20378
2228,12,介護,16,清掃・整理,Cleaning,2018-03-08,1520514462000.0,1520514465000.0,25,看護,20379
2228,12,介護,16,清掃・整理,Cleaning,2018-03-08,1520514462000.0,1520514465000.0,27,看護,20380
2228,12,介護,16,清掃・整理,Cleaning,2018-03-08,1520514462000.0,1520514465000.0,28,看護,20381
2229,12,介護,16,清掃・整理,Cleaning,2018-03-08,1520514512000.0,1520514514000.0,12,介護,20383
2620,12,介護,16,清掃・整理,Cleaning,2018-03-12,1520859113000.0,1520859115000.0,12,介護,21472
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,38,３階,24450
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,39,３階,24451
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,40,３階,24452
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,41,３階,24453
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,42,３階,24454
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,43,３階,24455
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,44,３階,24456
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,45,３階,24457
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,47,３階,24458
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,48,３階,24459
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,49,３階,24460
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,50,３階,24461
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,51,３階,24462
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,52,３階,24463
3815,19,介護,16,清掃・整理,Cleaning,2018-03-24,1521852372000.0,1521853751000.0,53,３階,24464
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,38,３階,25499
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,39,３階,25500
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,40,３階,25501
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,41,３階,25502
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,42,３階,25503
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,43,３階,25504
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,44,３階,25505
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,45,３階,25506
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,47,３階,25507
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,48,３階,25508
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,49,３階,25509
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,50,３階,25510
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,51,３階,25511
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,52,３階,25512
4240,5,介護,16,清掃・整理,Cleaning,2018-04-02,1522627570000.0,1522629293000.0,53,３階,25513
4364,5,介護,16,清掃・整理,Cleaning,2018-04-03,1522751532000.0,1522753265000.0,5,介護,25949
4616,12,介護,16,清掃・整理,Cleaning,2018-04-05,1522928053000.0,1522928054000.0,12,介護,26555
5613,12,介護,16,清掃・整理,Cleaning,2018-04-12,1523532974000.0,1523532976000.0,12,介護,29244
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,29,２階,33113
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,30,２階,33114
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,31,２階,33115
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,32,２階,33116
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,35,２階,33117
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,36,２階,33118
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,37,２階,33119
7242,22,介護,16,清掃・整理,Cleaning,2018-04-13,1523578623000.0,1523579232000.0,92,２階,33120
6131,12,介護,16,清掃・整理,Cleaning,2018-04-15,1523752538000.0,1523752539000.0,12,介護,30774
6361,12,介護,16,清掃・整理,Cleaning,2018-04-16,1523838297000.0,1523838298000.0,12,介護,31252
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,29,２階,33217
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,30,２階,33218
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,31,２階,33219
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,32,２階,33220
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,35,２階,33221
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,36,２階,33222
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,37,２階,33223
7261,22,介護,16,清掃・整理,Cleaning,2018-04-17,1523927511000.0,1523928632000.0,92,２階,33224
6810,12,介護,16,清掃・整理,Cleaning,2018-04-17,1523968792000.0,1523968794000.0,12,介護,32238
7933,12,介護,16,清掃・整理,Cleaning,2018-04-21,1524316126000.0,1524316127000.0,12,介護,34800
8574,12,介護,16,清掃・整理,Cleaning,2018-04-24,1524576686000.0,1524576689000.0,12,介護,36386
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,38,３階,37222
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,39,３階,37223
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,40,３階,37224
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,41,３階,37225
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,42,３階,37226
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,43,３階,37227
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,44,３階,37228
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,45,３階,37229
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,47,３階,37230
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,48,３階,37231
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,49,３階,37232
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,50,３階,37233
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,51,３階,37234
8827,22,介護,16,清掃・整理,Cleaning,2018-04-26,1524705375000.0,1524705376000.0,52,３階,37235
